ID	Stromal_score	Immune_score	ESTIMATE_score
TCGA-H7-A6C4-01	-480.18	420.38	-59.8
TCGA-H7-A76A-01	605.41	2398.33	3003.75
TCGA-HD-7229-01	-1106.08	529.1	-576.97
TCGA-HD-7753-01	-149.65	240.72	91.07
TCGA-HD-7754-01	215.16	-26.15	189.01
TCGA-HD-7831-01	1206.92	145.18	1352.1
TCGA-HD-7832-01	-753.29	346.74	-406.54
TCGA-HD-7917-01	-988.17	-479.21	-1467.38
TCGA-HD-8224-01	-8.97	-75.79	-84.76
TCGA-HD-8314-01	-90.09	652.29	562.21
TCGA-HD-8634-01	-1052.44	28.38	-1024.06
TCGA-HD-8635-01	-438.53	126.74	-311.79
TCGA-HD-A4C1-01	-578.95	-118.99	-697.93
TCGA-HD-A633-01	-894.43	-182.58	-1077.01
TCGA-HD-A634-01	-2018.14	-1492.71	-3510.84
TCGA-HD-A6HZ-01	192.15	1070.2	1262.35
TCGA-HD-A6I0-01	-582.3	794.39	212.09
TCGA-HL-7533-01	-973.08	669.32	-303.76
TCGA-IQ-7630-01	-480.25	345.12	-135.13
TCGA-IQ-7631-01	517.52	-544.53	-27.01
TCGA-IQ-7632-01	-1312.83	-330.99	-1643.83
TCGA-IQ-A61E-01	-642.25	463.62	-178.63
TCGA-IQ-A61G-01	-1856.07	-325.44	-2181.52
TCGA-IQ-A61H-01	-384.11	-387.85	-771.96
TCGA-IQ-A61I-01	-1442.84	726.76	-716.08
TCGA-IQ-A61J-01	131.42	492.88	624.3
TCGA-IQ-A61O-01	1406.29	631.86	2038.14
TCGA-IQ-A6SG-01	-1185.03	-600.18	-1785.21
TCGA-IQ-A6SH-01	-581.97	704.29	122.32
TCGA-KU-A66S-01	-1030.82	-592.51	-1623.33
TCGA-KU-A66T-01	-1582.74	-669.92	-2252.66
TCGA-KU-A6H7-06	-1321.15	1159.84	-161.31
TCGA-KU-A6H7-01	-923.99	1272.64	348.65
TCGA-KU-A6H8-01	-170.51	146.95	-23.56
TCGA-MT-A51W-01	-947.64	195.7	-751.94
TCGA-MT-A51X-01	-526.02	-122.49	-648.51
TCGA-MT-A67A-01	-1187.41	114.64	-1072.77
TCGA-MT-A67D-01	-95.32	595.93	500.6
TCGA-MT-A67F-01	13.74	2307.03	2320.78
TCGA-MT-A7BN-01	33.98	1067.69	1101.67
TCGA-MZ-A5BI-01	-461.17	1888.54	1427.36
TCGA-MZ-A6I9-01	-1433.27	-243.7	-1676.96
TCGA-MZ-A7D7-01	-1547.75	-682.62	-2230.37
TCGA-P3-A5Q5-01	-450.05	2331.84	1881.79
TCGA-P3-A5Q6-01	46.72	-189.05	-142.32
TCGA-P3-A5QA-01	-181.24	-364.64	-545.88
TCGA-P3-A5QE-01	-1452.78	1232.66	-220.13
TCGA-P3-A5QF-01	-1223.08	3.2	-1219.88
TCGA-P3-A6SW-01	-685.14	831.39	146.25
TCGA-P3-A6SX-01	-850.2	-811.71	-1661.91
TCGA-P3-A6T0-01	-910.72	-585.04	-1495.76
TCGA-P3-A6T2-01	-617.59	-127.41	-745
TCGA-P3-A6T3-01	-1032.01	-465.52	-1497.53
TCGA-P3-A6T4-01	-1128.8	-281.97	-1410.77
TCGA-P3-A6T5-01	-384.06	104.19	-279.87
TCGA-P3-A6T6-01	-1675.91	-624.55	-2300.46
TCGA-P3-A6T7-01	-659	-28.28	-687.28
TCGA-P3-A6T8-01	137.21	-419.78	-282.56
TCGA-QK-A64Z-01	-670.37	-6.9	-677.27
TCGA-QK-A652-01	-332.88	632.68	299.8
TCGA-QK-A6IF-01	-695.92	1726.15	1030.23
